timestamp,event_type,token_id,reset_time_utc8
2026-04-01 05:09:32,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-01 13:09:32
2026-04-01 05:09:38,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-01 13:09:38
2026-04-01 10:31:36,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-01 18:31:36
2026-04-01 10:31:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-01 18:31:43
2026-04-01 15:47:58,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-01 23:47:58
2026-04-01 15:48:04,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-01 23:48:04
2026-04-01 22:00:35,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 06:00:35
2026-04-01 22:00:42,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 06:00:42
2026-04-02 04:39:34,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 12:39:34
2026-04-02 04:39:41,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 12:39:41
2026-04-02 10:15:38,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 18:15:38
2026-04-02 10:15:45,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 18:15:45
2026-04-02 15:31:25,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 23:31:25
2026-04-02 15:31:34,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-02 23:31:34
2026-04-02 21:55:54,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 05:55:54
2026-04-02 21:56:01,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 05:56:01
2026-04-03 04:40:12,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 12:40:12
2026-04-03 04:40:18,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 12:40:18
2026-04-03 10:06:31,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 18:06:31
2026-04-03 10:06:38,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 18:06:38
2026-04-03 15:05:48,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 23:05:48
2026-04-03 15:06:00,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-03 23:06:00
2026-04-03 21:53:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 05:53:43
2026-04-03 21:53:50,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 05:53:50
2026-04-04 04:27:55,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 12:27:55
2026-04-04 04:28:04,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 12:28:04
2026-04-04 09:57:38,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 17:57:38
2026-04-04 09:57:48,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 17:57:48
2026-04-04 14:55:50,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 22:55:50
2026-04-04 14:55:59,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-04 22:55:59
2026-04-04 21:50:11,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 05:50:11
2026-04-04 21:50:20,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 05:50:20
2026-04-05 04:58:46,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 12:58:46
2026-04-05 04:58:54,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 12:58:54
2026-04-05 09:59:28,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 17:59:28
2026-04-05 09:59:34,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 17:59:34
2026-04-05 14:57:02,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 22:57:02
2026-04-05 14:57:12,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-05 22:57:12
2026-04-05 21:51:31,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-06 05:51:31
2026-04-05 21:51:37,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-06 05:51:37
2026-04-06 05:08:03,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-06 13:08:03
2026-04-06 05:08:09,SESSION-RESET-TRIGGER,TOKEN_2,2026-04-06 13:08:09
